岗位标题,岗位描述,地区,公司规模,学历要求,薪资下限,薪资上限
测试工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉缺陷管理、自动化测试、测试等相关技术，具备良好的沟通能力和团队协作精神。,天津,150-500人,大专,6564,11070
财务分析师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉财务报表、预算编制、财务分析等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,本科,9068,14316
销售代表,负责市场推广和品牌建设，拓展市场渠道。要求熟悉销售、业绩目标、商务谈判等相关技术，具备良好的沟通能力和团队协作精神。,苏州,少于50人,博士,13105,22114
人力资源专员,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉绩效考核、培训、招聘等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,硕士,10601,17465
运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉用户增长、数据分析、运营等相关技术，具备良好的沟通能力和团队协作精神。,苏州,500-1000人,硕士,9239,14501
全栈开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉MongoDB、JavaScript、React等相关技术，具备良好的沟通能力和团队协作精神。,南京,50-150人,博士,12439,22835
技术支持工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉客户沟通、问题排查、技术支持等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,博士,15182,27347
运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉用户增长、活动策划、运营等相关技术，具备良好的沟通能力和团队协作精神。,苏州,50-150人,本科,5000,8199
数据分析师,构建机器学习模型，解决实际业务问题。要求熟悉SQL、Excel、统计学等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,硕士,9233,14173
数据科学家,设计和维护数据报表，监控业务指标变化。要求熟悉Python、深度学习、TensorFlow等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,大专,17952,28090
运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉运营、用户增长、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,南京,150-500人,本科,6042,9842
数据科学家,设计和维护数据报表，监控业务指标变化。要求熟悉机器学习、PyTorch、Python等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,博士,34782,53790
项目经理,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉进度控制、团队协调、项目管理等相关技术，具备良好的沟通能力和团队协作精神。,南京,150-500人,博士,18945,35361
市场经理,负责市场推广和品牌建设，拓展市场渠道。要求熟悉品牌建设、市场营销、渠道拓展等相关技术，具备良好的沟通能力和团队协作精神。,武汉,500-1000人,博士,27266,43423
UI设计师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Sketch、交互设计、UI设计等相关技术，具备良好的沟通能力和团队协作精神。,南京,1000人以上,博士,22629,34120
人力资源专员,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉培训、绩效考核、员工关系等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,博士,9576,15390
项目经理,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉风险控制、团队协调、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,重庆,150-500人,博士,70878,112350
人力资源专员,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉绩效考核、员工关系、培训等相关技术，具备良好的沟通能力和团队协作精神。,北京,150-500人,博士,10938,20298
机器学习工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉模型调优、Python、特征工程等相关技术，具备良好的沟通能力和团队协作精神。,重庆,1000人以上,本科,7843,13987
人力资源专员,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉员工关系、招聘、培训等相关技术，具备良好的沟通能力和团队协作精神。,上海,少于50人,大专,5000,8191
人力资源专员,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉绩效考核、培训、员工关系等相关技术，具备良好的沟通能力和团队协作精神。,深圳,少于50人,大专,5590,8990
UI设计师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Sketch、用户体验、交互设计等相关技术，具备良好的沟通能力和团队协作精神。,重庆,1000人以上,博士,13720,23396
运维工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉K8s、Docker、运维等相关技术，具备良好的沟通能力和团队协作精神。,武汉,150-500人,硕士,10728,17800
数据科学家,构建机器学习模型，解决实际业务问题。要求熟悉Python、PyTorch、TensorFlow等相关技术，具备良好的沟通能力和团队协作精神。,杭州,500-1000人,博士,51064,78388
人力资源专员,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉培训、员工关系、招聘等相关技术，具备良好的沟通能力和团队协作精神。,南京,500-1000人,硕士,8906,14340
销售代表,策划营销活动，提升产品知名度和市场份额。要求熟悉商务谈判、客户关系、销售等相关技术，具备良好的沟通能力和团队协作精神。,上海,500-1000人,博士,23165,39385
数据分析师,构建机器学习模型，解决实际业务问题。要求熟悉SQL、Tableau、Excel等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,硕士,15302,25702
Python开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉MySQL、FastAPI、Python等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,本科,9243,16843
运维工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉运维、K8s、监控等相关技术，具备良好的沟通能力和团队协作精神。,广州,150-500人,博士,20393,33065
算法工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Python、数据结构、算法等相关技术，具备良好的沟通能力和团队协作精神。,武汉,50-150人,大专,6288,10423
运维工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉运维、Docker、K8s等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,大专,6162,10667
Java后端开发,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Redis、SpringBoot、Java等相关技术，具备良好的沟通能力和团队协作精神。,南京,1000人以上,本科,9460,16756
机器学习工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Python、特征工程、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,大专,7031,14097
技术支持工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉客户沟通、问题排查、技术支持等相关技术，具备良好的沟通能力和团队协作精神。,西安,1000人以上,博士,13310,24646
架构师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉微服务、性能优化、技术选型等相关技术，具备良好的沟通能力和团队协作精神。,杭州,少于50人,本科,10844,17100
运维工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉K8s、Linux、监控等相关技术，具备良好的沟通能力和团队协作精神。,北京,150-500人,硕士,12275,23091
人力资源专员,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉绩效考核、培训、招聘等相关技术，具备良好的沟通能力和团队协作精神。,天津,500-1000人,硕士,7741,12774
项目经理,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉进度控制、团队协调、风险控制等相关技术，具备良好的沟通能力和团队协作精神。,杭州,少于50人,硕士,19078,31277
Python开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Django、Python、Redis等相关技术，具备良好的沟通能力和团队协作精神。,深圳,1000人以上,硕士,14223,26703
前端开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉HTML、Vue、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,成都,1000人以上,本科,9743,16655
