发布日期,岗位标题,岗位描述,地区,公司规模,学历要求,薪资下限,薪资上限
2024-03-15,人力资源专员,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉员工关系、培训、招聘等相关技术，具备良好的沟通能力和团队协作精神。,杭州,150-500人,大专,6504,11143
2024-03-16,数据科学家,构建机器学习模型，解决实际业务问题。要求熟悉深度学习、机器学习、PyTorch等相关技术，具备良好的沟通能力和团队协作精神。,天津,150-500人,硕士,27658,44965
2024-03-16,财务分析师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉财务分析、预算编制、Excel等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,大专,16265,26179
2024-03-18,产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉数据分析、用户研究、需求分析等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,本科,55475,91405
2024-03-18,Java后端开发,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Spring、MySQL、SpringBoot等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,博士,16593,29374
2024-03-19,人力资源专员,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉绩效考核、招聘、员工关系等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,硕士,12235,21282
2024-03-19,前端开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉JavaScript、React、TypeScript等相关技术，具备良好的沟通能力和团队协作精神。,成都,少于50人,大专,6400,11338
2024-03-19,项目经理,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉项目管理、风险控制、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,广州,500-1000人,硕士,28167,47205
2024-03-20,人力资源专员,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉员工关系、招聘、培训等相关技术，具备良好的沟通能力和团队协作精神。,南京,1000人以上,本科,8457,14206
2024-03-20,运维工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Docker、K8s、Linux等相关技术，具备良好的沟通能力和团队协作精神。,上海,150-500人,硕士,17267,30694
2024-03-21,数据科学家,设计和维护数据报表，监控业务指标变化。要求熟悉PyTorch、TensorFlow、Python等相关技术，具备良好的沟通能力和团队协作精神。,杭州,500-1000人,本科,29507,48645
2024-03-21,算法工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Python、算法、深度学习等相关技术，具备良好的沟通能力和团队协作精神。,武汉,1000人以上,硕士,16962,27661
2024-03-22,财务分析师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉财务分析、预算编制、财务报表等相关技术，具备良好的沟通能力和团队协作精神。,上海,50-150人,博士,29111,46772
2024-03-22,前端开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Vue、React、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,重庆,150-500人,硕士,10900,19291
2024-03-22,算法工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉数据结构、机器学习、算法等相关技术，具备良好的沟通能力和团队协作精神。,西安,1000人以上,硕士,14139,24461
2024-03-22,UI设计师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Sketch、UI设计、交互设计等相关技术，具备良好的沟通能力和团队协作精神。,成都,150-500人,大专,9029,14112
2024-03-23,UI设计师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Sketch、用户体验、交互设计等相关技术，具备良好的沟通能力和团队协作精神。,北京,150-500人,本科,16743,25921
2024-03-23,销售代表,负责市场推广和品牌建设，拓展市场渠道。要求熟悉销售、业绩目标、商务谈判等相关技术，具备良好的沟通能力和团队协作精神。,西安,500-1000人,博士,17757,30857
2024-03-23,产品经理,协调研发、设计、运营团队，确保产品按时交付。要求熟悉用户研究、需求分析、产品设计等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,大专,15646,30518
2024-03-23,前端开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉TypeScript、Vue、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,成都,1000人以上,硕士,16377,27705
2024-03-24,数据科学家,设计和维护数据报表，监控业务指标变化。要求熟悉PyTorch、深度学习、Python等相关技术，具备良好的沟通能力和团队协作精神。,深圳,500-1000人,本科,35212,56014
2024-03-24,Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉FastAPI、Django、Python等相关技术，具备良好的沟通能力和团队协作精神。,西安,500-1000人,硕士,13445,22906
2024-03-24,产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉需求分析、用户研究、产品设计等相关技术，具备良好的沟通能力和团队协作精神。,北京,1000人以上,本科,25015,43895
2024-03-25,运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉运营、活动策划、用户增长等相关技术，具备良好的沟通能力和团队协作精神。,杭州,150-500人,博士,16366,26805
2024-03-25,前端开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉HTML、JavaScript、React等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,博士,26424,45595
2024-03-26,架构师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉系统架构、微服务、技术选型等相关技术，具备良好的沟通能力和团队协作精神。,天津,50-150人,博士,14179,26321
2024-03-26,UI设计师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Sketch、交互设计、UI设计等相关技术，具备良好的沟通能力和团队协作精神。,西安,50-150人,硕士,10619,17768
2024-03-26,全栈开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Node.js、React、MongoDB等相关技术，具备良好的沟通能力和团队协作精神。,重庆,1000人以上,硕士,13099,23169
2024-03-26,运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉用户增长、运营、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,武汉,500-1000人,大专,7202,10974
2024-03-28,数据分析师,构建机器学习模型，解决实际业务问题。要求熟悉统计学、SQL、Python等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,大专,12218,20287
2024-03-28,运维工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉K8s、监控、Linux等相关技术，具备良好的沟通能力和团队协作精神。,北京,500-1000人,大专,13002,22233
2024-03-28,销售代表,负责市场推广和品牌建设，拓展市场渠道。要求熟悉客户关系、商务谈判、业绩目标等相关技术，具备良好的沟通能力和团队协作精神。,上海,50-150人,硕士,14922,27677
2024-03-28,运维工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉K8s、监控、Linux等相关技术，具备良好的沟通能力和团队协作精神。,西安,50-150人,硕士,9718,17889
2024-03-28,Java后端开发,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Spring、Redis、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,武汉,500-1000人,本科,10928,18472
2024-03-29,机器学习工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉机器学习、特征工程、模型调优等相关技术，具备良好的沟通能力和团队协作精神。,苏州,500-1000人,本科,10931,19097
2024-03-30,产品经理,协调研发、设计、运营团队，确保产品按时交付。要求熟悉Axure、产品设计、用户研究等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,博士,21990,39581
2024-03-30,产品经理,协调研发、设计、运营团队，确保产品按时交付。要求熟悉需求分析、产品设计、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,天津,少于50人,硕士,15983,27752
2024-03-30,产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉产品设计、用户研究、需求分析等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,博士,24351,41942
2024-03-30,Java后端开发,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉MySQL、Java、SpringBoot等相关技术，具备良好的沟通能力和团队协作精神。,武汉,少于50人,本科,7009,12838
2024-03-31,全栈开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉JavaScript、React、Node.js等相关技术，具备良好的沟通能力和团队协作精神。,天津,50-150人,博士,12193,24334
2024-03-31,UI设计师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉用户体验、UI设计、交互设计等相关技术，具备良好的沟通能力和团队协作精神。,成都,50-150人,大专,7494,12323
